FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.6555591,POINT (16.376482754002307 48.188469036665005),6555591,,4,Weyringergasse 23,6,0
FAHRRADABSTELLANLAGEOGD.6555592,POINT (16.32824135092995 48.21574397763326),6555592,,17,Parhamerplatz 5,8,0
FAHRRADABSTELLANLAGEOGD.6555593,POINT (16.370814126950084 48.19248662535277),6555593,,4,Favoritenstraße 30,4,0
FAHRRADABSTELLANLAGEOGD.6555594,POINT (16.375960074068665 48.18961687726684),6555594,,4,Argentinierstraße 44,4,0
FAHRRADABSTELLANLAGEOGD.6555595,POINT (16.376041022456214 48.18963870009167),6555595,,4,Argentinierstraße 49,4,0
FAHRRADABSTELLANLAGEOGD.6555596,POINT (16.369160358923384 48.18917340740503),6555596,,4,Rainergasse ggü.11,6,0
FAHRRADABSTELLANLAGEOGD.6555597,POINT (16.363988553856142 48.19203398935687),6555597,,4,Mittersteig 5,4,0
FAHRRADABSTELLANLAGEOGD.6555598,POINT (16.378476275911886 48.210201831263376),6555598,,1,Fleischmarkt 19,8,0
FAHRRADABSTELLANLAGEOGD.6555599,POINT (16.36401558180157 48.19227651443985),6555599,,4,Hugo-Wiener-Platz 2,4,0
FAHRRADABSTELLANLAGEOGD.6555600,POINT (16.363521433102044 48.19378192418161),6555600,,4,Schäffergasse 20,4,0
FAHRRADABSTELLANLAGEOGD.6555601,POINT (16.36339824725126 48.193740095315384),6555601,,4,Große Neugasse 29,4,0
FAHRRADABSTELLANLAGEOGD.6555602,POINT (16.371584244103683 48.231645342404576),6555602,,20,Brigittaplatz 21,6,0
FAHRRADABSTELLANLAGEOGD.6555603,POINT (16.350424785389684 48.208077953304795),6555603,,8,Zeltgasse 6,4,0
FAHRRADABSTELLANLAGEOGD.6555604,POINT (16.344088121985642 48.21319280883936),6555604,,8,Laudongasse 46,2,0
FAHRRADABSTELLANLAGEOGD.6555605,POINT (16.344591624984027 48.21319196440108),6555605,,8,Laudongasse 42,2,0
FAHRRADABSTELLANLAGEOGD.6555606,POINT (16.37750109140037 48.21774372939096),6555606,,2,Leopoldsgasse 37,8,0
FAHRRADABSTELLANLAGEOGD.6555607,POINT (16.33627917207743 48.224054860463944),6555607,,18,Kreuzgasse 45,16,0
FAHRRADABSTELLANLAGEOGD.6555608,POINT (16.39368460049104 48.234187927697405),6555608,,20,Innstraße 27-29,8,0
FAHRRADABSTELLANLAGEOGD.6555609,POINT (16.445500477515324 48.249590766727316),6555609,,22,Kagraner Platz 8,4,0
FAHRRADABSTELLANLAGEOGD.6555610,POINT (16.345836989690152 48.20870996569726),6555610,,8,Pfeilgasse 18,6,0
FAHRRADABSTELLANLAGEOGD.6555611,POINT (16.36635767442515 48.200581147700476),6555611,,1,Friedrichstraße 12,6,0
FAHRRADABSTELLANLAGEOGD.6555612,POINT (16.373706034494194 48.20390840301383),6555612,,1,Fichtegasse 1,4,0
FAHRRADABSTELLANLAGEOGD.6555613,POINT (16.33222075887537 48.193567003605615),6555613,,15,Viktoriagasse 6,6,0
FAHRRADABSTELLANLAGEOGD.6555614,POINT (16.3495422015571 48.21500672273903),6555614,,8,Alser Straße 29,4,0
FAHRRADABSTELLANLAGEOGD.6555615,POINT (16.38204676417805 48.181009603684316),6555615,,10,Antonie-Alt-Gasse ggü. 4,8,0
FAHRRADABSTELLANLAGEOGD.6555616,POINT (16.3586787007146 48.228925552758575),6555616,,9,"Badgasse 35, Althanstraße",8,0
FAHRRADABSTELLANLAGEOGD.6555617,POINT (16.34563457281154 48.21539489841268),6555617,,9,"Alser Straße 38, Kinderspitalgasse",6,0
FAHRRADABSTELLANLAGEOGD.6555618,POINT (16.3624810231687 48.21586229813069),6555618,,9,Kolingasse  ggü. 7,6,0
FAHRRADABSTELLANLAGEOGD.6555619,POINT (16.351967260124123 48.22981641666922),6555619,,9,Lustkandlgasse 50,12,0
FAHRRADABSTELLANLAGEOGD.6555620,POINT (16.362882488570158 48.21694044328936),6555620,,9,Hörlgasse 9,4,0
FAHRRADABSTELLANLAGEOGD.6555621,POINT (16.363232376678006 48.227194205406114),6555621,,9,Ingen-Housz-Gasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6555622,POINT (16.351290898561565 48.218473981039025),6555622,,9,Lazarettgasse 1,10,0
FAHRRADABSTELLANLAGEOGD.6555623,POINT (16.3617073629661 48.21643331218823),6555623,,9,"Wasagasse 10, Hörlgasse",8,0
FAHRRADABSTELLANLAGEOGD.6555624,POINT (16.34577614871374 48.215813718321705),6555624,,9,Brünnlbadgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6555625,POINT (16.36219210946039 48.217206920359686),6555625,,9,"Türkenstraße 6, Liechtensteinstraße",8,0
FAHRRADABSTELLANLAGEOGD.6555626,POINT (16.3480957149817 48.21538950383772),6555626,,9,Pelikangasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6555627,POINT (16.364332104050643 48.22686433600102),6555627,,9,Alserbachstraße 41,10,0
FAHRRADABSTELLANLAGEOGD.6555628,POINT (16.36044906431962 48.21990641448982),6555628,,9,Harmoniegasse 10,8,0
FAHRRADABSTELLANLAGEOGD.6555629,POINT (16.362500554489603 48.21730221038731),6555629,,9,"Türkenstraße 8, Liechtensteinstraße",6,0
FAHRRADABSTELLANLAGEOGD.6555630,POINT (16.362725365803268 48.216978066846075),6555630,,9,Liechtensteinstraße 10,14,0
FAHRRADABSTELLANLAGEOGD.6555631,POINT (16.356048751145288 48.226096959936186),6555631,,9,Bindergasse 5-9,12,0
FAHRRADABSTELLANLAGEOGD.6555632,POINT (16.34831733766128 48.21736201553779),6555632,,9,"Lazarettgasse 19, Pelikangasse",8,0
FAHRRADABSTELLANLAGEOGD.6555633,POINT (16.36320554170957 48.2152308407401),6555633,,9,Maria-Theresien-Straße 7,4,0
FAHRRADABSTELLANLAGEOGD.6555634,POINT (16.284305993966292 48.197291520325635),6555634,,14,Pachmanngasse 24,8,0
FAHRRADABSTELLANLAGEOGD.6555635,POINT (16.41253386157545 48.1740402835473),6555635,,11,Gottschalkgasse 10,8,0
FAHRRADABSTELLANLAGEOGD.6555636,POINT (16.416267614741376 48.174522981550055),6555636,,11,Simmeringer Hauptstraße 107,8,0
FAHRRADABSTELLANLAGEOGD.6555637,POINT (16.330529912887997 48.17049279948247),6555637,,12,Pottendorfer Straße 17,16,0
FAHRRADABSTELLANLAGEOGD.6555638,POINT (16.34046167440169 48.182096611953185),6555638,,12,"Steinbauergasse, Hans-Weiner-Dillmann-Platz",8,0
FAHRRADABSTELLANLAGEOGD.6555639,POINT (16.308300246953948 48.196936598008556),6555639,,14,Märzstraße 152,8,0
FAHRRADABSTELLANLAGEOGD.6555640,POINT (16.342169351498967 48.182838146195046),6555640,,12,Steinbauergasse 22,6,0
FAHRRADABSTELLANLAGEOGD.6555641,POINT (16.417255524098078 48.17337412447014),6555641,,11,Simmeringer Hauptstraße 100,4,0
FAHRRADABSTELLANLAGEOGD.6555642,POINT (16.36115642440404 48.21898168056273),6555642,,9,Liechtensteinstraße 24,10,0
FAHRRADABSTELLANLAGEOGD.6555643,POINT (16.28715463073635 48.197892931093115),6555643,,14,Seckendorfstraße 1,6,0
FAHRRADABSTELLANLAGEOGD.6555644,POINT (16.361764228223542 48.21713499895869),6555644,,9,Türkenstraße 9,6,0
FAHRRADABSTELLANLAGEOGD.6555645,POINT (16.4406561298915 48.156929199825214),6555645,,11,"Simmeringer Hauptstraße 337, Feuerhalle",8,0
FAHRRADABSTELLANLAGEOGD.6555646,POINT (16.327760348413026 48.16611220995688),6555646,,12,Graffitistraße 1,20,0
FAHRRADABSTELLANLAGEOGD.6555647,POINT (16.40916508446988 48.1805986625074),6555647,,11,Simmeringer Hauptstraße 36,8,0
FAHRRADABSTELLANLAGEOGD.6555648,POINT (16.32339515397963 48.160131133078515),6555648,,12,"Schöpfwerkpromenade, An den Eisteichen",8,0
FAHRRADABSTELLANLAGEOGD.6555649,POINT (16.41706789413647 48.17372752876161),6555649,,11,Simmeringer Hauptstraße 115,4,0
FAHRRADABSTELLANLAGEOGD.6555650,POINT (16.353615341307126 48.190825859599165),6555650,,5,Redergasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6555651,POINT (16.350844142778335 48.233662412451366),6555651,,19,Peezgasse ggü. 2,6,0
FAHRRADABSTELLANLAGEOGD.6555652,POINT (16.334715617315577 48.21298794927789),6555652,,16,Schellhammergasse 17,6,0
FAHRRADABSTELLANLAGEOGD.6555653,POINT (16.33616312082568 48.212433071357644),6555653,,16,Friedmanngasse 16,6,0
FAHRRADABSTELLANLAGEOGD.6555654,POINT (16.43405947528955 48.24257529447325),6555654,,22,Siebeckstraße 7,6,0
FAHRRADABSTELLANLAGEOGD.6555655,POINT (16.296381263747424 48.19437595587448),6555655,,14,Linzer Straße 146,12,0
FAHRRADABSTELLANLAGEOGD.6555656,POINT (16.35318313481998 48.226796828332844),6555656,,9,Säulengasse 10,10,0
FAHRRADABSTELLANLAGEOGD.6555657,POINT (16.360249496701393 48.2205518985693),6555657,,9,Liechtensteinstraße 37,10,0
FAHRRADABSTELLANLAGEOGD.6555658,POINT (16.38198077776116 48.19911184070681),6555658,,3,Neulinggasse 50,6,0
FAHRRADABSTELLANLAGEOGD.6555659,POINT (16.363596521691644 48.22494140715312),6555659,,9,Rotenlöwengasse 15,8,0
FAHRRADABSTELLANLAGEOGD.6555660,POINT (16.26243137500249 48.19791244841267),6555660,,14,Keißlergasse 16 - Bahnhofstraße,6,0
FAHRRADABSTELLANLAGEOGD.6555661,POINT (16.39901055166229 48.20576005008674),6555661,,2,Böcklinstraße 64,8,0
FAHRRADABSTELLANLAGEOGD.6555662,POINT (16.3587307412739 48.21259436122543),6555662,,1,Reichsratsstraße 11,8,0
FAHRRADABSTELLANLAGEOGD.6555663,POINT (16.400083725666406 48.2576178853728),6555663,,21,Schloßhofer Straße 11,8,0
FAHRRADABSTELLANLAGEOGD.6555664,POINT (16.399960959229844 48.25767495302356),6555664,,21,Schloßhofer Straße 9,24,0
FAHRRADABSTELLANLAGEOGD.6555665,POINT (16.332602551065897 48.20800784641207),6555665,,16,Kirchstetterngasse 36,8,0
FAHRRADABSTELLANLAGEOGD.6555666,POINT (16.340004647512192 48.22925166269833),6555666,,18,Haizingergasse 35,6,0
FAHRRADABSTELLANLAGEOGD.6555667,POINT (16.39765423963194 48.255435942529395),6555667,,21,"Schöpfleuthnergasse 25, Leopold-Ferstl-Gasse",8,0
FAHRRADABSTELLANLAGEOGD.6555668,POINT (16.440902621247634 48.212237195003546),6555668,,22,"Am Kaisermühlendamm, U2-Donaustadtbrücke Nord",18,1
FAHRRADABSTELLANLAGEOGD.6555669,POINT (16.38756856285384 48.27737248283567),6555669,,21,"In der Schwarzlackenau 1, Prager Straße",6,0
FAHRRADABSTELLANLAGEOGD.6555670,POINT (16.301776790077174 48.19190230898941),6555670,,14,"Einwanggasse 31, Cumberlandstraße",6,0
FAHRRADABSTELLANLAGEOGD.6555671,POINT (16.359879023233354 48.19774205293237),6555671,,6,Köstlergasse 2,2,0
FAHRRADABSTELLANLAGEOGD.6555672,POINT (16.451539703305745 48.26446054187033),6555672,,21,"Holzmanngasse-Baldassgasse, Aderklaa U1-Station",40,0
FAHRRADABSTELLANLAGEOGD.6555673,POINT (16.310631515389662 48.24123221084952),6555673,,18,"Pötzleinsdorfer Straße ggü. 64, Endstation Linie 41 + 41 A",8,0
FAHRRADABSTELLANLAGEOGD.6555674,POINT (16.445758422324428 48.27617190957177),6555674,,21,"Schererstraße 1/1, Unterführung Schnellbahn",16,0
FAHRRADABSTELLANLAGEOGD.6555675,POINT (16.3569646158778 48.21753250356374),6555675,,9,Beethovengasse 4,8,0
FAHRRADABSTELLANLAGEOGD.6555676,POINT (16.32775326140316 48.20758568643899),6555676,,16,Koppstraße 46,6,0
FAHRRADABSTELLANLAGEOGD.6555677,POINT (16.305786279983035 48.1923304842431),6555677,,14,Diesterweggasse 35-37,16,0
FAHRRADABSTELLANLAGEOGD.6555678,POINT (16.327407834504648 48.234084883214365),6555678,,18,"Höhnegasse 2, Gersthofer Straße",8,0
FAHRRADABSTELLANLAGEOGD.6555679,POINT (16.326545475817476 48.20849100431546),6555679,,16,Hyrtlgasse 30-32,6,0
FAHRRADABSTELLANLAGEOGD.6555680,POINT (16.407308016179364 48.28069636405692),6555680,,21,Amtsstraße 53,6,0
FAHRRADABSTELLANLAGEOGD.6555681,POINT (16.341461149020144 48.22424924182054),6555681,,18,Schopenhauerstraße 44-46,6,0
FAHRRADABSTELLANLAGEOGD.6555682,POINT (16.445954176515368 48.27693346653659),6555682,,21,"Thayagasse ggü. S-Bahn Leopoldau, Rosannagasse",60,0
FAHRRADABSTELLANLAGEOGD.6555683,POINT (16.384074878491248 48.232772896780915),6555683,,20,Dresdner Straße 108,6,0
FAHRRADABSTELLANLAGEOGD.6555684,POINT (16.382748946154827 48.23395280143506),6555684,,20,Dresdner Straße 82,8,0
FAHRRADABSTELLANLAGEOGD.6555685,POINT (16.381876814532376 48.23399781275996),6555685,,20,Universumstraße 41,6,0
FAHRRADABSTELLANLAGEOGD.6555686,POINT (16.3609458914004 48.19479057940717),6555686,,5,Kettenbrückengasse 7,4,0
FAHRRADABSTELLANLAGEOGD.6555687,POINT (16.29970025140196 48.19828047742443),6555687,,14,Heinrich-Collin-Straße 3B,6,0
FAHRRADABSTELLANLAGEOGD.6555688,POINT (16.34767007082485 48.186261268061855),6555688,,5,Diehlgasse 50,8,0
FAHRRADABSTELLANLAGEOGD.6555689,POINT (16.382682305405194 48.234325496796416),6555689,,20,"Dresdner Straße 79, Bezirksmuseum",8,0
FAHRRADABSTELLANLAGEOGD.6555690,POINT (16.33433738170366 48.23703472832133),6555690,,18,Peter-Jordan-Straße ggü. 78,10,0
FAHRRADABSTELLANLAGEOGD.6555691,POINT (16.3812055882105 48.235325178734584),6555691,,20,"Dresdner Straße 70, Donaueschingenstraße",8,0
FAHRRADABSTELLANLAGEOGD.6555692,POINT (16.3347814073439 48.217450220279055),6555692,,17,Hernalser Hauptstraße 51,6,0
FAHRRADABSTELLANLAGEOGD.6555693,POINT (16.332573764563108 48.18095973538027),6555693,,12,Ignazgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6555694,POINT (16.365759556217256 48.20829350993559),6555694,,1,Schauflergasse 2,4,0
FAHRRADABSTELLANLAGEOGD.6555695,POINT (16.3299222344736 48.21646638814921),6555695,,17,"Geblergasse 71, Ortliebgasse",6,0
FAHRRADABSTELLANLAGEOGD.6555696,POINT (16.33251029897534 48.216492115035315),6555696,,17,Geblergasse 56,8,0
FAHRRADABSTELLANLAGEOGD.6555697,POINT (16.38442207630259 48.232780144776726),6555697,,20,Dresdner Straße 89,8,0
FAHRRADABSTELLANLAGEOGD.6555698,POINT (16.383761170357054 48.23336640444633),6555698,,20,Dresdner Straße 87,10,0
FAHRRADABSTELLANLAGEOGD.6555699,POINT (16.384399135530284 48.23249453725136),6555699,,20,Dresdner Straße 110,8,0
FAHRRADABSTELLANLAGEOGD.6555700,POINT (16.384024683752315 48.232817099402396),6555700,,20,Dresdner Straße 92,6,0
FAHRRADABSTELLANLAGEOGD.6555701,POINT (16.38182782493124 48.23508141945102),6555701,,20,Dresdner Straße 75,10,0
FAHRRADABSTELLANLAGEOGD.6555702,POINT (16.382710797534223 48.23580852505204),6555702,,20,"Donaueschingenstraße, S-Bahnstation Traisengasse",8,0
FAHRRADABSTELLANLAGEOGD.6555703,POINT (16.38055051354935 48.235899596767325),6555703,,20,Dresdner Straße 68,16,0
FAHRRADABSTELLANLAGEOGD.6555704,POINT (16.381246849279716 48.23518287789124),6555704,,20,"Donaueschingenstraße 3, Dresdner Straße",8,0
FAHRRADABSTELLANLAGEOGD.6555705,POINT (16.332252732559866 48.21731459291082),6555705,,17,"Kalvarienberggasse 28, St.-Bartholomäus-Platz",4,0
FAHRRADABSTELLANLAGEOGD.6555706,POINT (16.334666529377778 48.218233219447676),6555706,,17,Jörgerstraße 46-48,10,0
FAHRRADABSTELLANLAGEOGD.6555707,POINT (16.33472006440878 48.23713430787939),6555707,,19,Peter-Jordan-Straße 76,6,0
FAHRRADABSTELLANLAGEOGD.6555708,POINT (16.332110915394473 48.21657222404285),6555708,,17,"Kalvarienberggasse 28, Geblergasse",4,0
FAHRRADABSTELLANLAGEOGD.6555709,POINT (16.331606180872797 48.217464843949244),6555709,,17,St.-Bartholomäus-Platz 3,8,0
FAHRRADABSTELLANLAGEOGD.6555710,POINT (16.382355252089912 48.23561895837032),6555710,,20,"Donaueschingenstraße, S-Bahnstation Traisengasse",8,0
FAHRRADABSTELLANLAGEOGD.6555711,POINT (16.385391933048652 48.2316110503968),6555711,,20,Dresdner Straße 116-118,8,0
FAHRRADABSTELLANLAGEOGD.6555712,POINT (16.332036079943258 48.21657785024989),6555712,,17,"Kalvarienberggasse 21, Geblergasse",4,0
FAHRRADABSTELLANLAGEOGD.6555713,POINT (16.385019609407053 48.23225662216841),6555713,,20,Dresdner Straße 93,8,0
FAHRRADABSTELLANLAGEOGD.6555714,POINT (16.334532007548084 48.23598400453512),6555714,,18,Feistmantelstraße - Türkenschanzpark,8,0
FAHRRADABSTELLANLAGEOGD.6555715,POINT (16.36156774467675 48.18784022877455),6555715,,5,Nikolsdorfer Gasse 31,6,0
FAHRRADABSTELLANLAGEOGD.6555716,POINT (16.437173582781615 48.24658766653398),6555716,,22,"Anton-Sattler-Gasse 93, Schule",8,0
FAHRRADABSTELLANLAGEOGD.6555717,POINT (16.375860922371622 48.22957117152793),6555717,,20,Unterbergergasse 1,4,0
FAHRRADABSTELLANLAGEOGD.6555718,POINT (16.336161543009826 48.21102643099612),6555718,,16,Neulerchenfelder Straße 23,14,0
FAHRRADABSTELLANLAGEOGD.6555719,POINT (16.273770448632735 48.205465934353604),6555719,,14,Sanatoriumstraße 25,6,0
FAHRRADABSTELLANLAGEOGD.6555720,POINT (16.330022887346455 48.21330847748406),6555720,,16,Lindauergasse 34,4,0
FAHRRADABSTELLANLAGEOGD.6555721,POINT (16.312907337049236 48.21561505808906),6555721,,16,Mildeplatz ggü. 9,6,0
FAHRRADABSTELLANLAGEOGD.6555722,POINT (16.469058959215314 48.19424514875732),6555722,,22,Dechantweg 10,28,0
FAHRRADABSTELLANLAGEOGD.6555723,POINT (16.31429907979473 48.21214426422517),6555723,,16,Thaliastraße 125A,6,0
FAHRRADABSTELLANLAGEOGD.6555724,POINT (16.329886662203517 48.21833443959387),6555724,,17,Hernalser Hauptstraße 82,8,0
FAHRRADABSTELLANLAGEOGD.6555725,POINT (16.330002004432835 48.20411563287777),6555725,,15,Markgraf-Rüdiger-Straße 27,6,0
FAHRRADABSTELLANLAGEOGD.6555726,POINT (16.46767967416352 48.194358685901136),6555726,,22,Dechantweg ggü. 8,40,0
FAHRRADABSTELLANLAGEOGD.6555727,POINT (16.322810910516008 48.197104432415536),6555727,,15,"Selzergasse 25, Schule",10,0
FAHRRADABSTELLANLAGEOGD.6555728,POINT (16.46504718302838 48.225677827954996),6555728,,22,Erzherzog-Karl-Straße 169,6,0
FAHRRADABSTELLANLAGEOGD.6555729,POINT (16.328721412787406 48.213764525872975),6555729,,17,Ottakringer Straße 86,8,0
FAHRRADABSTELLANLAGEOGD.6555730,POINT (16.358835341435995 48.25497616989686),6555730,,19,Pfarrplatz 2,2,0
FAHRRADABSTELLANLAGEOGD.6555731,POINT (16.329009361868085 48.224032052705894),6555731,,17,"Rosensteingasse, ggü. Leopold-Ernst-Gasse",6,0
FAHRRADABSTELLANLAGEOGD.6555732,POINT (16.382070484772687 48.24155213274259),6555732,,20,Stromstraße 44,6,0
FAHRRADABSTELLANLAGEOGD.6555733,POINT (16.292371270896137 48.197134602982395),6555733,,14,Hütteldorfer Straße 150-158/6,4,0
FAHRRADABSTELLANLAGEOGD.6555734,POINT (16.39155728048164 48.2344907443825),6555734,,20,Engerthstraße 113,6,0
FAHRRADABSTELLANLAGEOGD.6555735,POINT (16.36924699225771 48.199193269658984),6555735,,4,Karlsplatz 13 - Resselgasse,12,0
FAHRRADABSTELLANLAGEOGD.6555736,POINT (16.336096551657008 48.16883237356359),6555736,,10,Eibesbrunnergasse 9,6,0
FAHRRADABSTELLANLAGEOGD.6555737,POINT (16.3522020396519 48.240434455406806),6555737,,19,Kreindlgasse 24,8,0
FAHRRADABSTELLANLAGEOGD.6555738,POINT (16.31322969159063 48.225453447878685),6555738,,17,Frauenfelderstraße 6,12,0
FAHRRADABSTELLANLAGEOGD.6555739,POINT (16.314470001884153 48.21607151212644),6555739,,16,Lienfeldergasse 36,8,0
FAHRRADABSTELLANLAGEOGD.6555740,POINT (16.32814879204132 48.21355574970816),6555740,,16,Ottakringer Straße 73,3,0
FAHRRADABSTELLANLAGEOGD.6555741,POINT (16.399340773213357 48.25984054538708),6555741,,21,Angerer Straße 2-6,8,0
FAHRRADABSTELLANLAGEOGD.6555742,POINT (16.29238883655954 48.197007429994784),6555742,,14,Hütteldorfer Straße 219,6,0
FAHRRADABSTELLANLAGEOGD.6555743,POINT (16.31065999199111 48.241200750064905),6555743,,18,Pötzleinsdorfer Straße ggü. 64,4,0
FAHRRADABSTELLANLAGEOGD.6555744,POINT (16.365975597004866 48.24141708853048),6555744,,20,Brigittenauer Lände 156-158,6,0
FAHRRADABSTELLANLAGEOGD.6555745,POINT (16.38192027423749 48.241486708907736),6555745,,20,Stromstraße 44,6,0
FAHRRADABSTELLANLAGEOGD.6555746,POINT (16.35540606807785 48.211383364008725),6555746,,8,Friedrich-Schmidt-Platz ggü. 5,24,0
FAHRRADABSTELLANLAGEOGD.6555747,POINT (16.370608093377317 48.19882412264764),6555747,,4,Karlspatz 13,6,0
FAHRRADABSTELLANLAGEOGD.6555748,POINT (16.415756091667166 48.16983989183104),6555748,,11,Lorystraße 74,6,0
FAHRRADABSTELLANLAGEOGD.6555749,POINT (16.400130482803135 48.22840875503006),6555749,,2,Wehlistraße ggü. 148,6,0
FAHRRADABSTELLANLAGEOGD.6555750,POINT (16.327740664506255 48.19738634040254),6555750,,15,Stättermayergasse 18,6,0
FAHRRADABSTELLANLAGEOGD.6555751,POINT (16.386910958444673 48.22298499385942),6555751,,2,Volkertplatz - Jugendzentrum,4,0
FAHRRADABSTELLANLAGEOGD.6555752,POINT (16.38653685998102 48.222970752272715),6555752,,2,Volkertplatz - Durchfahrtsstraße,6,0
FAHRRADABSTELLANLAGEOGD.6555753,POINT (16.343918663095923 48.19736798279091),6555753,,7,Schottenfeldgasse 5,4,0
FAHRRADABSTELLANLAGEOGD.6555754,POINT (16.32940578332968 48.219930928108106),6555754,,17,Rötzergasse 41,6,0
FAHRRADABSTELLANLAGEOGD.6555755,POINT (16.349418455068207 48.23906850808956),6555755,,19,Billrothstraße 34,6,0
FAHRRADABSTELLANLAGEOGD.6555756,POINT (16.3534199194724 48.21060725146171),6555756,,8,Schmidgasse 7,8,0
FAHRRADABSTELLANLAGEOGD.6555757,POINT (16.357890856702138 48.194078218521184),6555757,,5,Zeinlhofergasse 7,6,0
FAHRRADABSTELLANLAGEOGD.6555758,POINT (16.33988831494426 48.20481526399252),6555758,,7,Kaiserstraße 81,6,0
FAHRRADABSTELLANLAGEOGD.6555759,POINT (16.35769891283392 48.194487297905546),6555759,,5,Zeinlhofergasse 14,6,0
FAHRRADABSTELLANLAGEOGD.6555760,POINT (16.36617758050247 48.218946177031704),6555760,,9,Hahngasse 2,40,0
FAHRRADABSTELLANLAGEOGD.6555761,POINT (16.384314978412277 48.20608617208908),6555761,,3,Landstraßer Hauptstraße 2A,20,0
FAHRRADABSTELLANLAGEOGD.6555762,POINT (16.39430473206457 48.20859431772224),6555762,,3,Hetzgasse 40,4,0
FAHRRADABSTELLANLAGEOGD.6555763,POINT (16.355214945004512 48.17220397997416),6555763,,10,Troststraße 104,4,0
FAHRRADABSTELLANLAGEOGD.6555764,POINT (16.28048323442973 48.16269279153023),6555764,,13,Riedelgasse 58,8,0
FAHRRADABSTELLANLAGEOGD.6555765,POINT (16.283762838862454 48.13445079493418),6555765,,23,"Liesinger Platz 2A, Fahrradbox",5,3
FAHRRADABSTELLANLAGEOGD.6555766,POINT (16.38109269804158 48.215763005834766),6555766,,2,"Schmelzgasse 4, Krankenhaus",6,0
FAHRRADABSTELLANLAGEOGD.6555767,POINT (16.391211935365497 48.20974062293275),6555767,,3,Löwengasse ggü. 21,6,0
FAHRRADABSTELLANLAGEOGD.6555768,POINT (16.33698165279328 48.19935922876233),6555768,,15,Goldschlagstraße ggü. 3,6,0
FAHRRADABSTELLANLAGEOGD.6555769,POINT (16.350191563636113 48.20799769868682),6555769,,8,Zeltgasse 3-5,10,0
FAHRRADABSTELLANLAGEOGD.6555770,POINT (16.350124347055583 48.21125797224255),6555770,,8,Piaristengasse 45,6,0
FAHRRADABSTELLANLAGEOGD.6555771,POINT (16.353449907830473 48.21203493782644),6555771,,8,Schlösselgasse 4,8,0
FAHRRADABSTELLANLAGEOGD.6555772,POINT (16.31656803520676 48.203877555909),6555772,,15,"Possingergasse 13, ggü. Mareschplatz",6,0
FAHRRADABSTELLANLAGEOGD.6555773,POINT (16.38419380327021 48.20675620173228),6555773,,3,"Gigergasse ggü. 8, Bahnhof Wien Mitte",16,0
FAHRRADABSTELLANLAGEOGD.6555774,POINT (16.381942355363655 48.15267654345891),6555774,,10,Favoritenstraße ggü. 241,10,0
FAHRRADABSTELLANLAGEOGD.6555775,POINT (16.384538729673793 48.20723951914675),6555775,,3,"Gigergasse ggü. 6, Bahnhof Wien Mitte",20,0
FAHRRADABSTELLANLAGEOGD.6555776,POINT (16.370010513965155 48.20482101217892),6555776,,1,Führichgasse 6,4,0
